name,type,ra,dec
,star,8.385398,-25.060552
,star,8.385621,-40.380934
,star,8.386895,16.894013
,star,8.387741,54.599973
,star,8.387835,61.460442
,star,8.388037,-38.286079
,star,8.3882,-51.741595
,star,8.388411,-18.949977
,star,8.388631,15.271825
,star,8.388638,-36.287014
,star,8.388892,-44.965661
,star,8.388997,68.433014
,star,8.389027,19.814543
,star,8.389116,-32.32818
,star,8.3894,18.3322
,star,8.389852,86.378652
,star,8.390372,-70.248655
,star,8.390509,18.136444
,star,8.390682,-42.418756
,star,8.391105,-45.611947
,star,8.391198,45.038056
,star,8.391218,30.176061
,star,8.391275,-36.387592
,star,8.391374,-43.464163
,star,8.391589,45.027232
,star,8.391615,85.692145
,star,8.391712,6.813204
,star,8.391864,-30.801323
,star,8.391916,21.849361
,star,8.391989,65.741109
,star,8.39204,23.534479
,star,8.392172,-27.822353
,star,8.39223,50.682637
,star,8.392562,25.150821
,star,8.393574,47.875762
,star,8.393623,52.991223
,star,8.393771,-24.27095
,star,8.393929,-74.166101
,star,8.39398,40.675012
,star,8.394005,2.179385
,star,8.39407,46.794246
,star,8.394595,-63.73229
,star,8.394991,-30.392069
,star,8.395047,-65.811468
,star,8.395115,-55.320518
,star,8.396023,0.059441
,star,8.396071,36.314095
,star,8.396517,8.42923
,star,8.396594,-42.033865
,star,8.396809,53.219712
,star,8.396936,57.417196
,star,8.39705,-28.970282
,star,8.397106,-8.468514
,star,8.397163,-78.717596
,star,8.397284,-27.327902
,star,8.397647,65.500308
,star,8.397789,32.293491
,star,8.3978,-52.54885
,star,8.398368,-13.62586
,star,8.39847,-42.554965
,star,8.39867,10.632063
,star,8.398691,-41.65632
,star,8.398777,38.462456
,star,8.398941,-1.498009
,star,8.399488,-7.26426
,star,8.399695,-32.896888
,star,8.400034,68.92457
,star,8.400035,-2.95676
,star,8.400191,-15.797145
,star,8.40163,-34.967857
,star,8.401633,31.300986
,star,8.402335,-19.135853
,star,8.402388,44.74218
,star,8.402393,50.172885
,star,8.402517,-35.509017
,star,8.402879,-11.438713
,star,8.403256,-5.679266
,star,8.403378,62.300342
,star,8.403676,44.945929
,star,8.403846,-60.649444
,star,8.40396,9.233153
,star,8.404353,44.949708
,star,8.404423,45.981083
,star,8.404755,-53.522995
,star,8.40483,28.750959
,star,8.405014,-22.378442
,star,8.40545,13.506108
,star,8.405457,-2.423069
,star,8.405637,-80.914202
,star,8.405802,-3.143589
,star,8.405986,-45.89492
,star,8.406073,26.465731
,star,8.406176,83.096983
,star,8.406252,-55.789647
,star,8.40662,14.115991
,star,8.406759,-41.523806
,star,8.407326,64.890939
,star,8.407722,7.637876
,star,8.407738,-8.520186
,star,8.408138,34.15365
,star,8.408252,-10.507696
,star,8.408517,8.346775
,star,8.408665,-10.028656
,star,8.40876,-26.122576
,star,8.408809,-53.736237
,star,8.409193,82.430759
,star,8.409239,-1.148408
,star,8.409335,74.438013
,star,8.409726,-3.75124
,star,8.409801,-40.747011
,star,8.409963,77.9389
,star,8.410121,-4.717
,star,8.410261,1.478272
,star,8.410306,-8.928361
,star,8.410493,-70.158972
,star,8.410577,-2.30898
,star,8.410636,-50.31317
,star,8.410709,39.499553
,star,8.41099,-11.524501
,star,8.411071,-32.924038
,star,8.411385,-55.364356
,star,8.411881,42.005242
,star,8.412071,41.98206
,star,8.412611,17.181752
,star,8.412702,47.172676
,star,8.413315,48.874688
,star,8.413443,-10.745293
,star,8.413475,-0.140124
,star,8.413514,20.142815
,star,8.413661,20.152993
,star,8.4138,19.170284
,star,8.414048,-14.838958
,star,8.414574,49.713172
,star,8.414656,-23.689104
,star,8.414674,-66.787957
,star,8.414721,-58.421274
,star,8.414784,76.964879
,star,8.414834,5.350638
,star,8.414847,-35.609599
,star,8.415328,-23.153745
,star,8.415331,-71.722526
,star,8.415337,23.945453
,star,8.415418,-63.112288
,star,8.415497,-44.30084
,star,8.415505,12.236132
,star,8.415643,32.255847
,star,8.415661,-48.675791
,star,8.415891,-42.769834
,star,8.415958,48.546928
,star,8.416209,-15.294144
,star,8.416288,42.99593
,star,8.416756,-74.912198
,star,8.416777,-12.764784
,star,8.416913,47.741584
,star,8.416961,9.426056
,star,8.417332,-31.275978
,star,8.417376,-21.471477
,star,8.417706,-24.046212
,star,8.417828,-49.159991
,star,8.418024,35.011409
,star,8.418349,40.30163
,star,8.41917,54.526515
,star,8.419237,-9.785458
,star,8.41925,-55.472829
,star,8.419305,53.931646
,star,8.419656,-31.940188
,star,8.419838,32.60914
,star,8.419839,39.612171
,star,8.420199,-34.397524
,star,8.420472,39.240573
,star,8.420576,-74.830809
,star,8.420578,-7.170236
,star,8.420895,64.713287
,star,8.421364,4.253548
,star,8.421386,24.343426
,star,8.421588,-34.367014
,star,8.421722,24.350101
,star,8.421749,-22.140261
,star,8.421919,-69.850837
,star,8.421945,-21.045956
,star,8.42208,29.651748
,star,8.422587,43.950629
,star,8.422848,-55.748612
,star,8.423254,37.388452
,star,8.423905,55.774281
,star,8.423987,-31.332598
,star,8.424155,-56.76481
,star,8.42435,-50.916835
,star,8.424601,22.484515
,star,8.424639,31.049668
,star,8.425075,-58.133218
,star,8.425078,-61.348676
,star,8.425143,-46.634235
,star,8.42537,-51.727415
,star,8.426103,0.949232
,star,8.4264,-62.897099
,star,8.426538,2.102209
,star,8.426617,3.490835
,star,8.426689,-67.225044
,star,8.427049,-8.95606
,star,8.427055,52.282221
,star,8.427533,-71.050673
,star,8.427552,-38.776402
,star,8.427601,-17.439405
,star,8.427676,-3.906424
,star,8.427917,66.462277
,star,8.428134,-59.234952
,star,8.428289,36.503466
,star,8.428941,21.190604
,star,8.428951,-66.13689
,star,8.429451,-0.411766
,star,8.429922,-15.430207
,star,8.430102,1.574316
,star,8.430129,-0.409776
,star,8.430165,-4.177952
,star,8.430417,-29.93059
,star,8.430458,-64.449295
,star,8.430523,17.046267
,star,8.430986,-30.067076
,star,8.431002,-64.600618
,star,8.431002,-16.379804
,star,8.431087,-42.153072
,star,8.431447,-33.56413
,star,8.43188,7.564506
,star,8.431924,17.833573
,star,8.432069,-54.792154
,star,8.432108,-14.929661
,star,8.43222,-69.951406
,star,8.432338,55.394888
,star,8.432867,-39.891072
,star,8.433042,-44.022215
,star,8.433095,59.707091
,star,8.433127,20.193456
,star,8.433494,-32.169992
,star,8.433628,-10.516583
,star,8.433991,36.982688
,star,8.43459,-5.530817
,star,8.434652,-19.61046
,star,8.434775,8.009859
,star,8.434828,-11.98422
,star,8.435046,28.628568
,star,8.435067,-8.515106
,star,8.43525,10.942222
,star,8.435299,0.230038
,star,8.435524,-48.431918
,star,8.435696,-40.786268
,star,8.43584,13.551686
,star,8.436012,-49.941578
,star,8.436461,-76.602248
,star,8.436661,-5.7515
,star,8.436654,-30.285646
,star,8.436832,-57.904128
,star,8.436943,-23.067202
,star,8.436945,-46.235423
,star,8.437178,34.207947
,star,8.437745,-42.137479
,star,8.437788,9.543153
,star,8.438044,36.682649
,star,8.438213,-27.144993
,star,8.438259,-39.058956
,star,8.438274,33.159968
,star,8.438277,-32.946791
,star,8.43829,-18.070917
,star,8.438789,70.128068
,star,8.438931,2.490043
,star,8.438999,37.545366
,star,8.439173,37.547189
,star,8.439337,47.966762
,star,8.43966,-6.472971
,star,8.439898,-59.435974
,star,8.440178,-41.187228
,star,8.440339,-52.8075
,star,8.440853,-48.184929
,star,8.440891,-3.987479
,star,8.441009,42.407593
,star,8.44103,27.893583
,star,8.441069,10.080378
,star,8.441394,-2.738426
,star,8.442037,51.909154
,star,8.442297,-21.562684
,star,8.442445,39.049311
,star,8.442645,-48.690423
,star,8.44277,-39.27306
,star,8.442855,71.051411
,star,8.443252,-49.497221
,star,8.443877,-35.994387
,star,8.443933,-43.408594
,star,8.444387,24.534166
,star,8.444409,-30.297248
,star,8.444583,-42.524196
,star,8.44463,-11.77473
,star,8.444635,81.601933
,star,8.444701,28.063559
,star,8.444987,-12.534602
,star,8.445242,-60.654422
,star,8.445456,7.650664
,star,8.445526,-18.836728
,star,8.445539,12.654612
,star,8.445791,43.949595
,star,8.446022,-48.956208
,star,8.446256,-14.058135
,star,8.446412,39.892214
,star,8.446408,26.935489
,star,8.446438,48.481993
,star,8.446453,-55.362901
,star,8.446696,-18.173178
,star,8.446882,-34.597256
,star,8.446995,39.013099
,star,8.447331,-23.808377
,star,8.447433,-29.215634
,star,8.447686,64.852728
,star,8.447689,-26.917266
,star,8.447732,-58.591164
,star,8.447776,-1.215549
,star,8.44807,-22.889059
,star,8.448216,-12.762329
,star,8.448578,-39.41291
,star,8.448578,14.823576
,star,8.448961,-51.498328
,star,8.449021,32.196463
,star,8.449047,-36.68079
,star,8.449306,-0.341928
,star,8.449383,-52.70495
,star,8.449653,49.565303
,star,8.449696,1.592567
,star,8.449856,53.629142
,star,8.450008,7.221133
,star,8.450249,21.956859
,star,8.450317,67.286312
,star,8.450541,-9.40786
,star,8.450639,43.858171
,star,8.450691,23.365082
,star,8.45096,-37.942679
,star,8.451095,3.514537
,star,8.451157,-32.18346
,star,8.451338,-50.726421
,star,8.451369,19.2537
,star,8.451504,-15.642661
,star,8.451956,-51.553429
,star,8.453181,28.931418
,star,8.453365,-36.653842
,star,8.453796,-33.457054
,star,8.45383,-3.441163
,star,8.454196,25.725249
,star,8.454356,-3.525489
,star,8.454561,-31.672734
,star,8.454631,-62.087611
,star,8.45466,-70.093482
,star,8.454797,-6.409715
,star,8.455105,-77.729232
,star,8.455201,35.817271
,star,8.455218,49.922129
,star,8.455411,-54.050852
,star,8.45544,-51.891874
,star,8.455455,38.025836
,star,8.455646,-45.106042
,star,8.457132,23.15211
,star,8.457138,59.401942
,star,8.457278,23.145488
,star,8.457463,-14.935214
,star,8.457654,-55.011214
,star,8.45794,-28.285149
,star,8.458341,-44.620748
,star,8.458455,80.499644
,star,8.458703,58.187745
,star,8.458715,26.8462
,star,8.458741,11.253758
,star,8.458763,0.82843
,star,8.458759,41.020407
,star,8.45889,11.982063
,star,8.459213,12.777575
,star,8.459243,-20.843958
,star,8.459269,-25.080489
,star,8.459315,-30.639231
,star,8.459406,-75.358683
,star,8.459757,-5.148635
,star,8.459944,56.721841
,star,8.45999,58.706785
,star,8.459999,30.550018
,star,8.46017,-53.08848
,star,8.460219,45.652987
,star,8.460481,-31.99354
,star,8.460781,-50.542553
,star,8.460846,27.56181
,star,8.461152,67.974108
,star,8.461342,-4.414881
,star,8.461395,32.025967
,star,8.461801,-33.383017
,star,8.46214,15.888106
,star,8.462349,50.906832
,star,8.462423,51.089422
,star,8.462782,-7.220352
,star,8.46291,-24.891517
,star,8.46301,-13.5934
,star,8.463216,-47.674202
,star,8.463972,-8.08561
,star,8.463993,44.662563
,star,8.464024,-50.100021
,star,8.464516,36.125261
,star,8.464744,-18.684278
,star,8.464912,-26.132956
,star,8.464959,18.068791
,star,8.465335,15.098998
,star,8.465351,53.457241
,star,8.465448,3.218562
,star,8.4656,4.821436
,star,8.465688,65.880964
,star,8.46572,57.193151
,star,8.465871,63.120706
,star,8.46615,22.102073
,star,8.466474,41.715443
,star,8.466506,-35.113761
,star,8.466832,0.785884
,star,8.467022,-41.245414
,star,8.467394,11.706427
,star,8.467804,35.89181
,star,8.467868,-51.235423
,star,8.468298,-26.999947
,star,8.468312,33.738653
,star,8.468328,73.023028
,star,8.468653,21.148478
,star,8.468655,46.248784
,star,8.469158,47.302191
,star,8.469647,-52.760502
,star,8.469964,-84.089804
,star,8.469998,-36.722989
,star,8.470019,35.954488
,star,8.470058,-37.730243
,star,8.470071,7.14715
,star,8.47012,-41.834508
,star,8.470208,-27.564736
,star,8.470418,-27.257894
,star,8.47057,58.744664
,star,8.47069,-42.230376
,star,8.47071,0.243944
,star,8.471045,-51.770388
,star,8.471142,-63.631958
,star,8.471252,-22.981262
,star,8.47136,-14.587832
,star,8.471465,-44.523809
,star,8.471796,56.60148
,star,8.471862,-44.52221
,star,8.472029,-35.16717
,star,8.472163,-8.81628
,star,8.472367,33.685292
,star,8.472415,49.687319
,star,8.47257,6.700709
,star,8.472672,54.691885
,star,8.472883,47.753919
,star,8.472891,37.012034
,star,8.47285,35.016455
,star,8.473107,-4.285778
,star,8.473117,38.100169
,star,8.473282,-13.55502
,star,8.473294,-56.04114
,star,8.473476,-46.955154
,star,8.473798,16.843206
,star,8.473875,16.852521
,star,8.474219,-14.984406
,star,8.474579,-17.394861
,star,8.474765,-2.517126
,star,8.47523,-74.954814
,star,8.47552,-47.439142
,star,8.475626,-39.092444
,star,8.475845,61.141512
,star,8.47588,6.964865
,star,8.475965,-51.53849
,star,8.476282,47.704033
,star,8.476669,1.24749
,star,8.476678,-23.070981
,star,8.476884,24.144934
,star,8.476935,-41.174266
,star,8.476948,-58.369794
,star,8.476986,-68.616822
,star,8.477039,14.210822
,star,8.477653,-55.967098
,star,8.477905,-76.295688
,star,8.478056,60.943743
,star,8.478186,-23.82902
,star,8.478218,-54.499002
,star,8.478481,6.125085
,star,8.478593,10.835309
,star,8.478613,-34.731614
,star,8.478656,-40.276711
,star,8.478805,-60.122575
,star,8.478872,-17.525212
,star,8.478904,-17.529368
,star,8.479061,-61.092587
,star,8.479138,39.936773
,star,8.479825,-40.296023
,star,8.479959,-41.533462
,star,8.480448,-7.544376
,star,8.480513,-16.063206
,star,8.480834,-9.748582
,star,8.481045,53.862205
,star,8.481128,-42.587475
,star,8.481164,-37.35428
,star,8.481179,-48.190438
,star,8.48121,-29.951212
,star,8.481508,-20.950401
,star,8.481568,-72.081775
,star,8.481896,4.807809
,star,8.481936,-52.961181
,star,8.482088,56.667085
,star,8.48225,76.30784
,star,8.482401,-15.870482
,star,8.482404,33.72866
,star,8.482662,-30.84938
,star,8.482962,-20.248007
,star,8.483743,10.283259
,star,8.484057,34.320669
,star,8.484212,66.213825
,star,8.484654,-47.928923
,star,8.4847,-28.689349
,star,8.484886,-43.918858
,star,8.484959,-5.876064
,star,8.485397,-61.873397
,star,8.485436,-44.160413
,star,8.485546,-0.300139
,star,8.485872,12.551984
,star,8.485981,30.210571
,star,8.48604,-53.259795
,star,8.486188,45.762451
,star,8.486353,-28.665718
,star,8.486735,-9.022658
,star,8.486873,32.692306
,star,8.487,38.87391
,star,8.487245,-74.37197
,star,8.487894,29.469309
,star,8.489039,-26.921469
,star,8.489822,-43.636006
,star,8.489997,13.137639
,star,8.490504,77.059489
,star,8.490767,55.123308
,star,8.490903,20.429752
,star,8.490968,-44.724812
,star,8.490989,-27.332154
,star,8.49094,45.910304
,star,8.49111,34.128436
,star,8.491501,-60.179261
,star,8.491613,-54.211761
,star,8.491812,-0.960049
,star,8.491918,-34.262299
,star,8.492112,-18.757533
,star,8.492292,9.436203
,star,8.492553,-21.280822
,star,8.493028,-38.605868
,star,8.493441,8.417213
,star,8.493442,-55.190936
,star,8.493434,52.053165
,star,8.493472,-3.880502
,star,8.493537,42.48521
,star,8.493649,-41.524853
,star,8.493688,32.052382
,star,8.493923,-49.396868
,star,8.493888,-54.275845
,star,8.494462,24.344705
,star,8.49457,-9.976412
,star,8.494646,-1.746664
,star,8.494765,-6.318783
,star,8.49477,16.270281
,star,8.494996,-3.151465
,star,8.495209,-34.064897
,star,8.495261,-67.139795
,star,8.49545,-48.026273
,star,8.495677,34.973023
,star,8.495701,-32.749719
,star,8.495732,-32.212221
,star,8.495917,50.666551
,star,8.495993,62.272549
,star,8.496011,-46.331693
,star,8.496035,44.947039
,star,8.496182,67.297441
,star,8.496572,0.273558
,star,8.496719,44.170094
,star,8.497092,26.192858
,star,8.49715,-57.283358
,star,8.497261,-46.994499
,star,8.497291,31.369654
,star,8.497425,-10.466639
,star,8.497566,-44.743444
,star,8.497571,31.375594
,star,8.497679,15.535876
,star,8.49823,22.442293
,star,8.498659,0.019286
,star,8.498798,-45.184784
,star,8.498884,61.725756
,star,8.498975,37.070966
,star,8.499012,-45.811102
,star,8.499388,-35.539237
,star,8.499792,-16.715965
,star,8.500097,-54.82767
,star,8.500251,-60.714977
,star,8.501046,-65.915021
,star,8.501125,-62.066986
,star,8.501576,5.217938
,star,8.50277,28.081304
,star,8.504109,48.325883
,star,8.504226,40.370467
,star,8.504358,-51.134967
Muscida,star,8.504431,60.718169
,star,8.504563,4.09535
,star,8.504962,-31.023392
,star,8.505278,-2.380319
,star,8.505364,-31.952359
,star,8.50558,-35.371837
,star,8.505644,20.857817
,star,8.506303,-15.367344
,star,8.506325,2.843601
,star,8.506395,39.370037
,star,8.506566,-30.512326
,star,8.506585,71.577678
,star,8.506671,-36.719997
,star,8.506792,-7.040095
,star,8.506929,-25.317555
,star,8.507011,-13.468453
,star,8.507138,-59.214089
,star,8.507867,-26.307723
,star,8.507906,-12.633689
,star,8.507948,-32.159285
,star,8.508086,-42.909461
,star,8.508165,45.114952
,star,8.508277,-36.721331
,star,8.508616,18.942976
,star,8.509358,28.965852
,star,8.509504,54.119147
,star,8.50956,-40.511663
,star,8.509678,2.100259
,star,8.509687,-7.157573
,star,8.50994,-10.197627
,star,8.509978,46.286162
,star,8.510273,-27.834273
,star,8.510771,-40.500662
,star,8.510898,-44.73732
,star,8.511053,-5.399062
,star,8.511573,46.74958
,star,8.512158,-70.842578
,star,8.512286,68.514934
,star,8.512408,-25.434618
,star,8.512415,23.485698
,star,8.512439,-43.174969
,star,8.51246,57.41984
,star,8.512894,-41.51501
,star,8.512922,-11.799704
,star,8.512946,61.972607
,star,8.51355,-31.134472
,star,8.513552,14.431085
,star,8.513697,2.274047
,star,8.513812,-17.464318
,star,8.514077,33.308755
,star,8.514088,-33.644758
,star,8.514435,78.228429
,star,8.514627,-50.853489
,star,8.51486,-15.834676
,star,8.51549,35.908919
,star,8.51553,-26.679039
,star,8.51556,26.022807
,star,8.515707,0.717984
,star,8.516144,48.013441
,star,8.516255,-33.634411
,star,8.516577,-30.040329
,star,8.516797,18.968385
,star,8.517381,1.33731
,star,8.517618,-15.184691
,star,8.517707,40.055573
,star,8.51772,-14.012066
,star,8.517877,35.362667
,star,8.517912,38.291567
,star,8.517918,-20.304087
,star,8.517988,-66.865067
,star,8.518314,-39.060963
,star,8.5187,59.912577
,star,8.518758,9.198398
,star,8.519166,-54.088274
,star,8.519327,49.314925
,star,8.519395,54.959831
,star,8.519601,-23.920579
,star,8.51962,-47.86662
,star,8.519624,40.22489
,star,8.519662,-10.937647
,star,8.519802,-47.665949
,star,8.520084,-60.222068
,star,8.520113,7.006408
,star,8.520255,47.765132
,star,8.520267,18.153653
,star,8.520432,-9.440372
,star,8.520859,11.855127
,star,8.521075,25.740407
,star,8.521157,11.638406
,star,8.521334,-59.22704
,star,8.521387,-18.796962
,star,8.521698,-68.589499
,star,8.521971,-17.005404
,star,8.522205,-84.685033
,star,8.522213,37.264942
,star,8.522358,-2.52266
,star,8.522673,-65.522776
,star,8.522701,22.047584
,star,8.522664,-6.033813
,star,8.522865,-48.74915
,star,8.523309,-19.505691
,star,8.523343,53.122159
,star,8.523519,68.761211
,star,8.523527,-39.06411
,star,8.524064,71.024492
,star,8.52431,72.29123
,star,8.524399,54.460404
,star,8.524451,-25.682168
,star,8.524777,24.98118
,star,8.524883,-54.39401
,star,8.525076,-9.327353
,star,8.525145,24.081105
,star,8.525149,47.135515
,star,8.525257,-19.577462
,star,8.525369,17.335801
,star,8.525653,-21.078111
,star,8.526396,34.966224
,star,8.526444,30.6431
,star,8.526592,18.09442
,star,8.52686,-45.784785
,star,8.527107,19.394298
,star,8.527303,-62.339026
,star,8.527502,-62.744686
,star,8.527629,-0.183063
,star,8.52768,-47.241028
,star,8.52784,-23.539069
,star,8.527902,39.358427
,star,8.527944,-55.800624
,star,8.528041,53.560561
,star,8.528138,18.987732
,star,8.52817,-6.318766
,star,8.528554,55.776469
,star,8.528611,50.708929
,star,8.529066,-74.855021
,star,8.529276,64.758558
,star,8.529359,-8.853991
,star,8.529716,8.345998
,star,8.531032,29.711263
,star,8.531543,72.692094
,star,8.531804,9.8141
,star,8.531962,50.616692
,star,8.532065,36.380248
,star,8.532288,-26.703704
,star,8.53231,-50.189084
,star,8.532484,-39.066266
,star,8.533017,-16.884919
,star,8.53309,-18.390434
,star,8.53316,-31.047546
,star,8.533387,-20.802705
,star,8.533678,-61.178065
,star,8.533696,48.377777
,star,8.533841,-47.327733
,star,8.53386,-29.371227
,star,8.534165,49.810649
,star,8.534213,-31.71139
,star,8.534685,-65.668493
,star,8.534712,-27.493288
